TARGET_FID_12,GEOID_D,FIPS,POC_Population__Prop_,Median_Household_Income,Ttl_Und,Unemployed_Population__Prop_,GEOID_D_1,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,Md_HHnc,Ttl_Und_1,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
137,14000US08031002701,8031002701,0.158085106,41957,1166,0.251564186,14000US08031002701,0.573638141,4700,2678,2022,0.569787234,0.430212766,80,3793,520,307,0.017021277,0.065319149,743,0.158085106,3595,966,0.268706537,41957,1166,683,0.251564186,0.147357066,3595,3130,0.870653686,1.29,27,32,28,-3.57,14.29
138,14000US08031005200,8031005200,0.164500968,107875,638,0.208224543,14000US08031005200,2.084588528,3617,1853,1764,0.512303014,0.487696986,611,1912,545,549,0.168924523,0.151783246,595,0.164500968,1384,0,0,107875,638,785,0.208224543,0.256201044,1384,244,0.176300578,2.61,9,10,9,0.00,11.11
139,14000US08031006814,8031006814,0.405788656,55284,1036,0.273784355,14000US08031006814,2.086775064,5148,2670,2478,0.518648019,0.481351981,1417,2598,511,622,0.275252525,0.120823621,2089,0.405788656,2045,57,0.027872861,55284,1036,665,0.273784355,0.175739958,2045,976,0.477261614,2.52,9,12,9,0.00,33.33
140,14000US08031001500,8031001500,0.188571429,50185,1021,0.28591431,14000US08031001500,5.356753826,4550,2664,1886,0.585494505,0.414505495,1024,2907,373,246,0.225054945,0.054065934,858,0.188571429,1184,142,0.119932432,50185,1021,1205,0.28591431,0.337440493,1184,699,0.590371622,3.13,19,29,27,-29.63,7.41
141,14000US08031002100,8031002100,0.169817027,72064,1199,0.209432314,14000US08031002100,3.8551085,6613,3302,3311,0.499319522,0.500680478,930,4571,585,527,0.140632088,0.079691517,1123,0.169817027,3077,468,0.152096198,72064,1199,1113,0.209432314,0.19441048,3077,1732,0.562885928,2.13,78,92,80,-2.50,15.00
142,14000US08031002403,8031002403,0.337680816,46758,958,0.256561328,14000US08031002403,0.940829694,4217,2205,2012,0.522883567,0.477116433,555,2887,406,369,0.131610149,0.087502964,1424,0.337680816,2303,495,0.214937039,46758,958,1006,0.256561328,0.269416176,2303,1615,0.701259227,1.76,39,43,38,2.63,13.16
143,14000US08031002601,8031002601,0.151506538,50858,774,0.222286043,14000US08031002601,0.519456446,3518,1944,1574,0.552586697,0.447413303,36,2543,627,312,0.010233087,0.088686754,533,0.151506538,2473,1051,0.424989891,50858,774,849,0.222286043,0.243825388,2473,2259,0.913465427,1.39,31,43,33,-6.06,30.30
144,14000US08031002602,8031002602,0.120689655,80286,496,0.177523264,14000US08031002602,0.392968267,2842,1457,1385,0.512667136,0.487332864,65,2371,179,227,0.022871217,0.079873329,343,0.120689655,1745,316,0.181088825,80286,496,396,0.177523264,0.141732283,1745,1294,0.741547278,1.57,5,9,5,0.00,80.00
145,14000US08031002702,8031002702,0.123903684,61611,1505,0.247981546,14000US08031002702,0.654976547,6271,3290,2981,0.524637219,0.475362781,202,4803,715,551,0.032211768,0.087864774,777,0.123903684,4192,602,0.14360687,61611,1505,669,0.247981546,0.110232328,4192,2989,0.713024809,1.47,11,13,11,0.00,18.18
146,14000US08005006100,8005006100,0.15138191,50802,733,0.263195691,14000US08005006100,1.134197116,3184,1587,1597,0.498429648,0.501570352,447,1857,520,360,0.140389447,0.113065327,482,0.15138191,1598,247,0.15456821,50802,733,685,0.263195691,0.245960503,1598,920,0.57571965,1.95,3,4,4,-25.00,0.00
147,14000US08031002801,8031002801,0.095133553,66096,522,0.207307387,14000US08031002801,0.752657294,2733,1131,1602,0.413830955,0.586169045,223,1888,374,248,0.081595317,0.090742774,260,0.095133553,1656,126,0.076086957,66096,522,404,0.207307387,0.160444797,1656,1004,0.606280193,1.65,5,5,5,0.00,0.00
148,14000US08031002802,8031002802,0.099272471,56576,949,0.246301583,14000US08031002802,0.88608247,4261,2184,2077,0.512555738,0.487444262,455,3066,421,319,0.106782445,0.074865055,423,0.099272471,2683,322,0.120014909,56576,949,624,0.246301583,0.161951726,2683,1854,0.691017518,1.58,10,17,13,-23.08,30.77
149,14000US08031002803,8031002803,0.12179623,60560,1174,0.261353517,14000US08031002803,0.563656151,4721,2505,2216,0.530607922,0.469392078,286,3538,356,541,0.060580386,0.114594366,575,0.12179623,3088,277,0.089702073,60560,1174,632,0.261353517,0.140694568,3088,2355,0.762629534,1.52,4,5,4,0.00,25.00
150,14000US08005005623,8005005623,0.035262206,110417,894,0.257859821,14000US08005005623,4.077598095,4424,2152,2272,0.486437613,0.513562387,1080,1942,628,774,0.244122966,0.174954792,156,0.035262206,1699,28,0.016480283,110417,894,993,0.257859821,0.286414768,1699,329,0.19364332,2.6,5,10,7,-28.57,42.86
151,14000US08005087200,8005087200,0.374205695,53495,913,0.263949118,14000US08005087200,2.382538557,4249,1937,2312,0.45587197,0.54412803,864,2512,412,461,0.203341963,0.108496117,1590,0.374205695,2126,204,0.095954845,53495,913,724,0.263949118,0.209309049,2126,1598,0.751646284,1.99,12,14,12,0.00,16.67
