TARGET_FID_12,GEOID_D,FIPS,POC_Population__Prop_,Median_Household_Income,Ttl_Und,Unemployed_Population__Prop_,GEOID_D_1,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,Md_HHnc,Ttl_Und_1,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
337,14000US08014030100,8014030100,0.137254902,64318,380,0.202883075,14000US08014030100,1.075828791,2346,1136,1210,0.484228474,0.515771526,541,1148,361,296,0.230605286,0.126172208,322,0.137254902,918,56,0.061002179,64318,380,535,0.202883075,0.285638014,918,371,0.404139434,2.56,0,1,1,-100.00,0.00
338,14000US08014030000,8014030000,0.122204473,65959,809,0.285160381,14000US08014030000,1.614567518,3756,1930,1826,0.513844515,0.486155485,975,1916,417,448,0.259584665,0.119275825,459,0.122204473,1465,75,0.051194539,65959,809,661,0.285160381,0.232992598,1465,699,0.477133106,2.56,0,1,1,-100.00,0.00
339,14000US08014030300,8014030300,0.109739737,62897,812,0.259756878,14000US08014030300,2.735934973,3727,1784,1943,0.478669171,0.521330829,701,1855,476,695,0.188086933,0.186477059,409,0.109739737,1671,108,0.064631957,62897,812,837,0.259756878,0.267754319,1671,992,0.593656493,2.14,2,5,3,-33.33,66.67
341,14000US08005007702,8005007702,0.457591378,57202,749,0.229473039,14000US08005007702,2.77642417,4268,2317,1951,0.542877226,0.457122774,1103,2234,436,495,0.258434864,0.115979381,1953,0.457591378,1504,75,0.049867021,57202,749,829,0.229473039,0.253982843,1504,566,0.376329787,2.84,14,16,13,7.69,23.08
342,14000US08005007704,8005007704,0.662959968,47152,1087,0.288558535,14000US08005007704,0.855387032,4946,2334,2612,0.471896482,0.528103518,1369,2684,536,357,0.276789325,0.072179539,3279,0.662959968,1871,117,0.062533405,47152,1087,913,0.288558535,0.242367932,1871,1220,0.652057723,2.64,6,7,6,0.00,16.67
343,14000US08031004601,8031004601,0.140870507,49848,626,0.1475719,14000US08031004601,1.961573482,5537,2635,2902,0.475889471,0.524110529,1364,2904,584,685,0.246342785,0.123713202,780,0.140870507,1949,160,0.082093381,49848,626,1675,0.1475719,0.394860915,1949,606,0.310928681,2.84,9,10,9,0.00,11.11
344,14000US08031003402,8031003402,0.040008512,154073,982,0.262076328,14000US08031003402,2.78776598,4699,2405,2294,0.511811024,0.488188976,1061,2375,674,589,0.225792722,0.125345818,188,0.040008512,1945,18,0.009254499,154073,982,930,0.262076328,0.248198559,1945,352,0.180976864,2.41,13,14,11,18.18,27.27
345,14000US08031003602,8031003602,0.426686851,46679,776,0.219270981,14000US08031003602,2.006547928,4624,2300,2324,0.497404844,0.502595156,1233,2618,442,331,0.266652249,0.071583045,1973,0.426686851,1697,185,0.10901591,46679,776,1035,0.219270981,0.292455496,1697,820,0.483205657,2.72,22,25,22,0.00,13.64
346,14000US08013013302,8013013302,0.051854729,70459,1391,0.311394672,14000US08013013302,3.824768782,5149,2566,2583,0.498349194,0.501650806,754,2478,803,1114,0.146436201,0.21635269,267,0.051854729,2348,133,0.056643952,70459,1391,1107,0.311394672,0.247817327,2348,967,0.411839864,2.19,9,13,11,-18.18,18.18
347,14000US08013013305,8013013305,0.104178377,67438,1233,0.295046662,14000US08013013305,1.964130163,5337,2785,2552,0.521828743,0.478171257,1242,2824,743,528,0.232715008,0.098931984,556,0.104178377,2004,58,0.028942116,67438,1233,957,0.295046662,0.229002154,2004,639,0.318862275,2.66,2,3,2,0.00,50.00
348,14000US08013013307,8013013307,0.153450051,58504,909,0.279348494,14000US08013013307,1.964523792,3884,1767,2117,0.454943357,0.545056643,717,1727,658,782,0.184603502,0.201338826,596,0.153450051,1593,100,0.062774639,58504,909,1155,0.279348494,0.354947757,1593,726,0.455743879,2.38,3,4,3,0.00,33.33
349,14000US08013013308,8013013308,0.060510467,44470,646,0.225401256,14000US08013013308,1.962400794,3487,1566,1921,0.449096645,0.550903355,701,1411,554,821,0.201032406,0.235445942,211,0.060510467,1704,224,0.131455399,44470,646,1083,0.225401256,0.377878576,1704,711,0.417253521,1.97,2,4,2,0.00,100.00
350,14000US08013013401,8013013401,0.156276932,40457,836,0.321167883,14000US08013013401,3.307112932,3481,1798,1683,0.516518242,0.483481758,944,1802,345,390,0.271186441,0.112036771,544,0.156276932,1475,167,0.113220339,40457,836,644,0.321167883,0.247406838,1475,1010,0.684745763,2.33,9,11,9,0.00,22.22
351,14000US08013013208,8013013208,0.07411668,72383,1275,0.254796163,14000US08013013208,3.260083675,6085,2772,3313,0.455546426,0.544453574,1261,2216,883,1725,0.207230896,0.283483977,451,0.07411668,2570,326,0.126848249,72383,1275,1932,0.254796163,0.386091127,2570,870,0.338521401,2.34,1,1,1,0.00,0.00
352,14000US08013013210,8013013210,0.143904321,63781,811,0.195186522,14000US08013013210,5.809707642,5184,2804,2380,0.540895062,0.459104938,1175,2774,615,620,0.226658951,0.119598765,746,0.143904321,1801,39,0.021654636,63781,811,1352,0.195186522,0.325391095,1801,616,0.342032204,2.87,12,18,14,-14.29,28.57
353,14000US08013013211,8013013211,0.056603774,118603,1180,0.260255845,14000US08013013211,54.74145126,6148,2816,3332,0.458035133,0.541964867,1777,2568,1068,735,0.289037085,0.119551074,348,0.056603774,2218,103,0.046438233,118603,1180,868,0.260255845,0.191442435,2218,526,0.237150586,2.77,7,11,9,-22.22,22.22
354,14000US08013013402,8013013402,0.155468657,70420,1753,0.274635751,14000US08013013402,5.665612221,8439,3651,4788,0.432634198,0.567365802,2331,4350,841,917,0.276217561,0.108662164,1312,0.155468657,3101,55,0.017736214,70420,1753,1561,0.274635751,0.244555851,3101,1141,0.367945824,2.72,2,3,2,0.00,50.00
355,14000US08013013701,8013013701,0.101523657,105313,1597,0.295685984,14000US08013013701,253.6685638,6235,3556,2679,0.570328789,0.429671211,901,2854,1058,1422,0.144506816,0.228067362,633,0.101523657,2644,67,0.025340393,105313,1597,1861,0.295685984,0.344565821,2644,473,0.178895613,2.28,6,6,6,0.00,0.00
356,14000US08013012103,8013012103,0.100232498,92862,879,0.271380056,14000US08013012103,2.306502104,3871,1820,2051,0.470162749,0.529837251,702,1951,607,611,0.181348489,0.157840351,388,0.100232498,1627,55,0.033804548,92862,879,973,0.271380056,0.300401358,1627,469,0.288260602,2.36,5,7,6,-16.67,16.67
357,14000US08013013702,8013013702,0.048341858,91648,1898,0.36353189,14000US08013013702,342.2372437,6061,3089,2972,0.509651873,0.490348127,928,3157,1183,793,0.153110048,0.130836496,293,0.048341858,2758,93,0.033720087,91648,1898,1063,0.36353189,0.203600843,2758,726,0.263234228,2.19,7,7,6,16.67,16.67
358,14000US08013012710,8013012710,0.103906899,118309,947,0.306274256,14000US08013012710,20.3397541,3609,1815,1794,0.502909393,0.497090607,651,1433,683,842,0.180382377,0.233305625,375,0.103906899,1541,53,0.034393251,118309,947,984,0.306274256,0.318240621,1541,256,0.166125892,2.34,27,33,27,0.00,22.22
359,14000US08013012707,8013012707,0.125698324,93438,765,0.372262774,14000US08013012707,34.71983337,2506,1501,1005,0.59896249,0.40103751,527,1382,305,292,0.210295291,0.116520351,315,0.125698324,637,20,0.031397174,93438,765,655,0.372262774,0.318734793,637,46,0.072213501,2.87,14,22,17,-17.65,29.41
360,14000US08013012605,8013012605,0.237151703,37708,764,0.504957039,14000US08013012605,1.232129097,1615,1019,596,0.630959752,0.369040248,107,1408,58,42,0.06625387,0.026006192,383,0.237151703,718,91,0.126740947,37708,764,313,0.504957039,0.206873761,718,569,0.792479109,2.21,8,11,9,-11.11,22.22
361,14000US08013012201,8013012201,0.082202505,60357,1752,0.490893808,14000US08013012201,5.299104691,3832,2054,1778,0.536012526,0.463987474,263,2648,344,577,0.068632568,0.150574113,315,0.082202505,1722,127,0.073751452,60357,1752,704,0.490893808,0.197254133,1722,1071,0.62195122,2.23,2,3,2,0.00,50.00
362,14000US08013013201,8013013201,0.044091711,94444,437,0.305167598,14000US08013013201,62.40245819,1701,785,916,0.461493239,0.538506761,307,663,342,389,0.180482069,0.228689006,75,0.044091711,622,0,0,94444,437,423,0.305167598,0.295391061,622,76,0.122186495,2.66,1,2,1,0.00,100.00
363,14000US08013013601,8013013601,0.078780178,96821,769,0.242204724,14000US08013013601,140.0302734,3935,1951,1984,0.495806861,0.504193139,859,1680,751,645,0.218297332,0.163913596,310,0.078780178,1585,11,0.006940063,96821,769,1040,0.242204724,0.327559055,1585,340,0.214511041,2.48,0,1,0,0.00,0.00
364,14000US08013012800,8013012800,0.074924668,134028,2264,0.246972837,14000US08013012800,40.72948837,12279,6261,6018,0.509894943,0.490105057,3562,5923,1520,1274,0.290088769,0.103754377,920,0.074924668,4052,43,0.010612043,134028,2264,2042,0.246972837,0.222755536,4052,325,0.080207305,3.03,9,11,9,0.00,22.22
365,14000US08013060700,8013060700,0.089664167,105896,695,0.274595022,14000US08013060700,10.03114891,3067,1506,1561,0.491033583,0.508966417,621,1377,549,520,0.202477992,0.169546788,275,0.089664167,1286,31,0.024105754,105896,695,716,0.274595022,0.282892137,1286,311,0.241835148,2.38,0,0,0,0.00,0.00
366,14000US08013013602,8013013602,0.02182285,87955,198,0.285714286,14000US08013013602,498.1401978,779,399,380,0.512195122,0.487804878,86,272,164,257,0.110397946,0.329910141,17,0.02182285,390,6,0.015384615,87955,198,239,0.285714286,0.344877345,390,65,0.166666667,1.97,0,0,0,0.00,0.00
367,14000US08013013306,8013013306,0.147990256,54011,1217,0.325923942,14000US08013013306,1.986154437,4926,2466,2460,0.500609013,0.499390987,1320,2439,427,740,0.267965895,0.150223305,729,0.147990256,1716,139,0.081002331,54011,1217,948,0.325923942,0.253883235,1716,845,0.492424242,2.76,4,7,5,-20.00,40.00
368,14000US08014031200,8014031200,0.125620207,72455,1056,0.277675519,14000US08014031200,6.087096691,4434,2220,2214,0.50067659,0.49932341,709,2726,630,369,0.159900767,0.083220568,557,0.125620207,2209,37,0.01674966,72455,1056,749,0.277675519,0.196949776,2209,1290,0.583974649,2.01,5,7,6,-16.67,16.67
369,14000US08031004801,8031004801,0.241140882,71875,692,0.260052612,14000US08031004801,1.4003613,3471,1801,1670,0.518870642,0.481129358,949,1550,408,564,0.27340824,0.162489196,837,0.241140882,1125,91,0.080888889,71875,692,908,0.260052612,0.341225103,1125,133,0.118222222,3.09,8,11,9,-11.11,22.22
370,14000US08031001902,8031001902,0.08801956,125625,385,0.470660147,14000US08031001902,1.670109749,818,401,417,0.490220049,0.509779951,0,778,32,8,0,0.009779951,72,0.08801956,40,0,0,125625,385,368,0.470660147,0.449877751,40,8,0.2,1.75,61,65,59,3.39,10.17
371,14000US08031005001,8031005001,0.217702448,68694,650,0.2837189,14000US08031005001,1.54084301,2655,1234,1421,0.464783427,0.535216573,433,1362,382,478,0.163088512,0.180037665,578,0.217702448,1095,52,0.047488584,68694,650,738,0.2837189,0.322130074,1095,289,0.263926941,2.28,16,19,16,0.00,18.75
372,14000US08035014133,8035014133,0.062923829,136176,1492,0.304489796,14000US08035014133,4.108319759,6341,3230,3111,0.509383378,0.490616622,1738,3194,963,446,0.27408926,0.070335909,399,0.062923829,2132,17,0.007973734,136176,1492,1036,0.304489796,0.211428571,2132,249,0.116791745,2.97,2,5,3,-33.33,66.67
373,14000US08123002008,8123002008,0.097476225,120156,881,0.225146946,14000US08123002008,3.856508732,5468,2658,2810,0.486100951,0.513899049,1664,2667,628,509,0.30431602,0.093087052,533,0.097476225,1974,22,0.011144883,120156,881,940,0.225146946,0.240224891,1974,323,0.163627153,2.75,0,0,0,0.00,0.00
374,14000US08123002016,8123002016,0.123380629,67422,482,0.18595679,14000US08123002016,15.33407021,3242,1578,1664,0.486736582,0.513263418,718,1518,550,456,0.221468229,0.140653917,400,0.123380629,1139,0,0,67422,482,736,0.18595679,0.283950617,1139,243,0.21334504,2.85,0,0,0,0.00,0.00
375,14000US08123002020,8123002020,0.093788492,110607,903,0.229946524,14000US08123002020,5.087695122,5683,2812,2871,0.49480908,0.50519092,1945,2928,425,385,0.342248812,0.067745909,533,0.093788492,1678,31,0.018474374,110607,903,711,0.229946524,0.18105424,1678,130,0.077473182,3.39,0,0,0,0.00,0.00
376,14000US08123002021,8123002021,0.097101449,90000,108,0.197802198,14000US08123002021,18.20951462,690,385,305,0.557971014,0.442028986,153,263,122,152,0.22173913,0.220289855,67,0.097101449,258,0,0,90000,108,218,0.197802198,0.399267399,258,24,0.093023256,2.67,0,0,0,0.00,0.00
377,14000US08123001905,8123001905,0.116384647,63504,872,0.250215208,14000US08123001905,7.033060074,4846,2652,2194,0.547255468,0.452744532,1471,2487,435,453,0.303549319,0.093479158,564,0.116384647,1461,54,0.036960986,63504,872,940,0.250215208,0.269727403,1461,377,0.258042437,3.32,0,0,0,0.00,0.00
378,14000US08123002011,8123002011,0.101449275,113661,155,0.172991071,14000US08123002011,3.862197638,1380,761,619,0.551449275,0.448550725,499,664,120,97,0.361594203,0.070289855,140,0.101449275,419,24,0.057279236,113661,155,213,0.172991071,0.237723214,419,18,0.042959427,3.29,0,0,0,0.00,0.00
379,14000US08123002015,8123002015,0.12900641,96250,181,0.200442968,14000US08123002015,6.466261387,1248,655,593,0.524839744,0.475160256,364,715,93,76,0.291666667,0.060897436,161,0.12900641,410,8,0.019512195,96250,181,145,0.200442968,0.160575858,410,44,0.107317073,3.04,0,0,0,0.00,0.00
380,14000US08123002017,8123002017,0,145938,100,0.202839757,14000US08123002017,6.352645397,626,324,302,0.517571885,0.482428115,154,295,98,79,0.24600639,0.126198083,0,0,217,0,0,145938,100,133,0.202839757,0.269776876,217,8,0.036866359,2.88,0,0,0,0.00,0.00
381,14000US08123001908,8123001908,0.147284123,59643,437,0.197113216,14000US08123001908,76.95503235,2872,1409,1463,0.490598886,0.509401114,820,1486,236,330,0.28551532,0.114902507,423,0.147284123,1042,13,0.012476008,59643,437,697,0.197113216,0.314388814,1042,350,0.335892514,2.75,0,0,0,0.00,0.00
382,14000US08123002012,8123002012,0.180480248,120083,229,0.235839341,14000US08123002012,8.097477913,1291,681,610,0.527498064,0.472501936,356,639,189,107,0.275755229,0.082881487,233,0.180480248,410,0,0,120083,229,187,0.235839341,0.192584964,410,6,0.014634146,3.15,0,0,0,0.00,0.00
383,14000US08001008533,8001008533,0.176887369,73633,1111,0.180269349,14000US08001008533,3.386865139,8186,4100,4086,0.500855118,0.499144882,2267,4757,473,689,0.276936233,0.084168092,1448,0.176887369,2957,131,0.044301657,73633,1111,1271,0.180269349,0.206230732,2957,1563,0.52857626,2.74,4,4,3,33.33,33.33
384,14000US08001008534,8001008534,0.089363385,95572,1080,0.295647413,14000US08001008534,2.367516756,5058,2523,2535,0.49881376,0.50118624,1592,2788,383,295,0.314748913,0.058323448,452,0.089363385,1353,43,0.031781227,95572,1080,611,0.295647413,0.167259786,1353,116,0.085735403,3.74,1,2,2,-50.00,0.00
385,14000US08001008603,8001008603,0.090045023,37688,313,0.202720207,14000US08001008603,1.928711534,1999,898,1101,0.449224612,0.550775388,585,1061,195,158,0.292646323,0.07903952,180,0.090045023,770,50,0.064935065,37688,313,579,0.202720207,0.375,770,487,0.632467532,2.6,0,0,0,0.00,0.00
386,14000US08001008604,8001008604,0.147435897,66719,1299,0.285306391,14000US08001008604,2.18006587,5304,3160,2144,0.595776772,0.404223228,964,3515,459,366,0.181749623,0.069004525,782,0.147435897,1144,9,0.007867133,66719,1299,1506,0.285306391,0.33077092,1144,346,0.302447552,3.35,1,1,1,0.00,0.00
387,14000US08001008605,8001008605,0.052694325,66474,653,0.193768546,14000US08001008605,1.980972409,4194,2296,1898,0.547448736,0.452551264,958,2054,520,662,0.228421555,0.15784454,221,0.052694325,1444,97,0.067174515,66474,653,1151,0.193768546,0.341543027,1444,639,0.442520776,2.9,1,1,1,0.00,0.00
388,14000US08001008606,8001008606,0.193988224,53246,1187,0.237637638,14000US08001008606,4.019452572,6454,3249,3205,0.503408739,0.496591261,1536,3437,583,898,0.237991943,0.139138519,1252,0.193988224,2461,252,0.102397399,53246,1187,1614,0.237637638,0.323123123,2461,1449,0.588785047,2.62,6,3,3,100.00,0.00
389,14000US08031008388,8031008388,0.483976043,62875,1516,0.218759019,14000US08031008388,8.675691605,9517,4513,5004,0.474204056,0.525795944,2822,5722,583,390,0.296522013,0.0409793,4606,0.483976043,3090,65,0.021035599,62875,1516,1439,0.218759019,0.207647908,3090,1389,0.449514563,3.08,32,36,32,0.00,12.50
390,14000US08001008523,8001008523,0.076932295,100328,1652,0.244161986,14000US08001008523,203.171402,8345,4543,3802,0.544397843,0.455602157,1786,4285,1316,958,0.214020371,0.114799281,642,0.076932295,2860,43,0.015034965,100328,1652,1528,0.244161986,0.225835058,2860,501,0.175174825,2.92,7,5,4,75.00,25.00
391,14000US08001009309,8001009309,0.198546002,50792,660,0.207677785,14000US08001009309,1.260768652,3989,1874,2115,0.469791928,0.530208072,880,2000,530,579,0.220606668,0.14514916,792,0.198546002,1620,189,0.116666667,50792,660,911,0.207677785,0.286658276,1620,729,0.45,2.46,2,3,2,0.00,50.00
392,14000US08001008537,8001008537,0.13957907,90398,979,0.203154181,14000US08001008537,12.06206799,6842,3410,3432,0.498392283,0.501607717,2164,3551,652,475,0.316281789,0.069424145,955,0.13957907,1881,8,0.004253057,90398,979,1253,0.203154181,0.260012451,1881,220,0.116959064,3.64,2,1,1,100.00,0.00
393,14000US08001008705,8001008705,0.130521002,46139,1430,0.347255949,14000US08001008705,2.439993382,5547,2763,2784,0.498107085,0.501892915,1586,2729,628,604,0.285920317,0.108887687,724,0.130521002,1451,166,0.114403859,46139,1430,1335,0.347255949,0.324186498,1451,605,0.416953825,3.76,13,19,18,-27.78,5.56
394,14000US08001008901,8001008901,0.180930931,49079,561,0.295107838,14000US08001008901,8.492016792,2664,1396,1268,0.524024024,0.475975976,794,1287,296,287,0.298048048,0.107732733,482,0.180930931,730,52,0.071232877,49079,561,779,0.295107838,0.409784324,730,241,0.330136986,3.55,16,11,10,60.00,10.00
395,14000US08001009321,8001009321,0.210348414,48772,899,0.294850771,14000US08001009321,1.308016896,3846,1744,2102,0.453458138,0.546541862,985,2263,308,290,0.256110244,0.075403016,809,0.210348414,1278,27,0.021126761,48772,899,654,0.294850771,0.214496556,1278,599,0.468701095,3.01,3,4,3,0.00,33.33
396,14000US08001007900,8001007900,0.501759324,41738,1107,0.266361886,14000US08001007900,1.636914611,5684,2969,2715,0.52234342,0.47765658,1672,3441,351,220,0.294159043,0.038705137,2852,0.501759324,1904,215,0.112920168,41738,1107,946,0.266361886,0.227622714,1904,1245,0.653886555,2.98,24,27,23,4.35,17.39
397,14000US08001008401,8001008401,0.114012739,70871,827,0.223573939,14000US08001008401,501.6846924,4710,2383,2327,0.505944798,0.494055202,1143,2328,702,537,0.242675159,0.114012739,537,0.114012739,1647,47,0.028536733,70871,827,1137,0.223573939,0.307380373,1647,368,0.223436551,2.86,0,0,0,0.00,0.00
398,14000US08001008802,8001008802,0.217408124,47069,963,0.265143172,14000US08001008802,15.17594814,5170,2861,2309,0.553384913,0.446615087,1677,2444,674,375,0.324371373,0.072533849,1124,0.217408124,1172,82,0.06996587,47069,963,1233,0.265143172,0.339482379,1172,352,0.300341297,4.16,9,15,14,-35.71,7.14
399,14000US08001008353,8001008353,0.390792968,68697,1631,0.275832911,14000US08001008353,112.1519775,7907,3957,3950,0.500442646,0.499557354,2221,4529,742,415,0.28089035,0.05248514,3090,0.390792968,2578,59,0.022885958,68697,1631,1086,0.275832911,0.183663115,2578,546,0.211792087,3.07,14,17,15,-6.67,13.33
400,14000US08001009103,8001009103,0.081068416,49044,681,0.222840314,14000US08001009103,5.137658119,4268,2010,2258,0.470946579,0.529053421,1446,2357,179,286,0.338800375,0.067010309,346,0.081068416,1117,41,0.036705461,49044,681,1056,0.222840314,0.345549738,1117,224,0.200537153,3.82,1,2,2,-50.00,0.00
401,14000US08001009408,8001009408,0.110512129,102500,959,0.265798226,14000US08001009408,3.863032341,4823,2259,2564,0.468380676,0.531619324,1337,2341,636,509,0.277213353,0.105535973,533,0.110512129,1778,50,0.028121485,102500,959,748,0.265798226,0.207317073,1778,435,0.244656918,2.71,6,10,7,-14.29,42.86
402,14000US08001009606,8001009606,0.159497526,44924,623,0.297374702,14000US08001009606,2.090806484,2627,1278,1349,0.486486486,0.513513514,602,1567,261,197,0.229158736,0.074990483,419,0.159497526,1078,155,0.143784787,44924,623,474,0.297374702,0.226252983,1078,647,0.600185529,2.44,13,15,12,8.33,25.00
404,14000US08001008706,8001008706,0.242159383,52805,1034,0.251949318,14000US08001008706,1.885272026,5835,2807,3028,0.481062554,0.518937446,1955,2932,542,406,0.335047129,0.06958012,1413,0.242159383,1588,40,0.025188917,52805,1034,1465,0.251949318,0.356968811,1588,675,0.425062972,3.62,9,16,15,-40.00,6.67
405,14000US08001008801,8001008801,0.190557452,44222,975,0.277382646,14000US08001008801,3.889988899,5274,2579,2695,0.489002655,0.510997345,1904,2266,609,495,0.361016306,0.093856655,1005,0.190557452,1509,79,0.052352551,44222,975,1227,0.277382646,0.349075391,1509,639,0.423459245,3.47,9,15,14,-35.71,7.14
406,14000US08001009001,8001009001,0.23109151,48993,1017,0.293676003,14000US08001009001,2.107791424,4535,2325,2210,0.512679162,0.487320838,1169,2353,536,477,0.257772878,0.105181918,1048,0.23109151,1477,173,0.117129316,48993,1017,952,0.293676003,0.274906151,1477,488,0.330399458,3.05,13,16,14,-7.14,14.29
407,14000US08001009002,8001009002,0.224821376,54667,1985,0.268460914,14000US08001009002,3.078874111,10217,5193,5024,0.50827053,0.49172947,2957,5274,1125,861,0.289419595,0.084271313,2297,0.224821376,3246,68,0.02094886,54667,1985,1555,0.268460914,0.210305653,3246,1329,0.409426987,3.15,7,5,5,40.00,0.00
408,14000US08001009101,8001009101,0.090432228,64479,925,0.263532764,14000US08001009101,1.855465531,4766,2269,2497,0.476080571,0.523919429,1324,2452,532,458,0.277801091,0.096097356,431,0.090432228,1397,5,0.003579098,64479,925,942,0.263532764,0.268376068,1397,219,0.156764495,3.41,4,4,4,0.00,0.00
409,14000US08001009104,8001009104,0.137613141,63750,1137,0.271166229,14000US08001009104,2.616255522,5966,2966,3000,0.49715052,0.50284948,1947,3184,510,325,0.326349313,0.05447536,821,0.137613141,1883,63,0.033457249,63750,1137,939,0.271166229,0.22394467,1883,547,0.290493893,3.17,4,3,2,100.00,50.00
410,14000US08001009202,8001009202,0.114278982,59250,740,0.226161369,14000US08001009202,1.754296184,4244,2035,2209,0.479500471,0.520499529,1156,2279,498,311,0.272384543,0.073279925,485,0.114278982,1395,79,0.056630824,59250,740,974,0.226161369,0.297677262,1395,454,0.325448029,3.04,8,12,12,-33.33,0.00
411,14000US08001009203,8001009203,0.153074866,41761,761,0.22723201,14000US08001009203,2.734863043,4488,2625,1863,0.584893048,0.415106952,1282,2681,386,139,0.285650624,0.03097148,687,0.153074866,1721,126,0.073213248,41761,761,743,0.22723201,0.221857271,1721,1651,0.959325973,2.55,21,30,27,-22.22,11.11
412,14000US08001009204,8001009204,0.302208034,71204,1276,0.221374046,14000US08001009204,2.549412012,7518,3796,3722,0.504921522,0.495078478,1884,4375,758,501,0.250598563,0.066640064,2272,0.302208034,2632,40,0.015197568,71204,1276,1216,0.221374046,0.210964608,2632,1129,0.428951368,2.86,2,3,3,-33.33,0.00
413,14000US08001009304,8001009304,0.131200821,55152,979,0.218380549,14000US08001009304,3.478499413,5846,2826,3020,0.483407458,0.516592542,1525,2905,664,752,0.260862128,0.128634964,767,0.131200821,2152,47,0.021840149,55152,979,1151,0.218380549,0.256747714,2152,920,0.427509294,2.71,7,12,11,-36.36,9.09
414,14000US08001009306,8001009306,0.083122718,60455,547,0.186244467,14000US08001009306,1.699605942,3561,1873,1688,0.525975849,0.474024151,699,1958,524,380,0.196293176,0.106711598,296,0.083122718,1246,66,0.052969502,60455,547,803,0.186244467,0.27340824,1246,264,0.21187801,2.85,4,6,5,-20.00,20.00
415,14000US08093000200,8093000200,0.093218186,73933,711,0.219309068,14000US08093000200,435.7161865,3937,2083,1854,0.529083058,0.470916942,804,1654,878,601,0.204216408,0.152654305,367,0.093218186,1561,11,0.007046765,73933,711,1006,0.219309068,0.310302283,1561,316,0.202434337,2.51,0,0,0,0.00,0.00
416,14000US08001009307,8001009307,0.15035497,60264,691,0.227977565,14000US08001009307,1.792325735,3944,1942,2002,0.492393509,0.507606491,1013,2094,371,466,0.256845842,0.118154158,593,0.15035497,1209,21,0.017369727,60264,691,938,0.227977565,0.309468822,1209,561,0.464019851,3.26,7,8,7,0.00,14.29
417,14000US08001009308,8001009308,0.147416413,61488,880,0.242357477,14000US08001009308,1.479350448,4606,2433,2173,0.528224056,0.471775944,1200,2491,373,542,0.260529744,0.117672601,679,0.147416413,1363,68,0.049889949,61488,880,1040,0.242357477,0.286422473,1363,458,0.336023478,3.38,2,3,2,0.00,50.00
418,14000US08093000100,8093000100,0.055965362,70270,1098,0.208191126,14000US08093000100,494.8036804,6236,3091,3145,0.495670301,0.504329699,1024,2542,1342,1328,0.164207826,0.212957024,349,0.055965362,2567,75,0.029216985,70270,1098,1776,0.208191126,0.336746303,2567,311,0.121153097,2.43,0,0,0,0.00,0.00
419,14000US08001009310,8001009310,0.148619958,54187,1091,0.252371039,14000US08001009310,1.509789586,5652,2996,2656,0.530077849,0.469922151,1570,2883,578,621,0.277777778,0.109872611,840,0.148619958,1921,118,0.06142634,54187,1091,1264,0.252371039,0.292389544,1921,924,0.480999479,2.94,3,4,3,0.00,33.33
420,14000US08001009316,8001009316,0.041283775,46432,1670,0.30435575,14000US08001009316,2.254736185,7291,3266,4025,0.447949527,0.552050473,2138,3529,660,964,0.293238239,0.132217803,301,0.041283775,2208,49,0.022192029,46432,1670,1615,0.30435575,0.294332058,2208,516,0.233695652,3.3,9,11,10,-10.00,10.00
421,14000US08001009318,8001009318,0.106370009,37952,1519,0.32800691,14000US08001009318,1.293787837,6562,3183,3379,0.485065529,0.514934471,2210,3787,202,363,0.336787565,0.0553185,698,0.106370009,2255,115,0.050997783,37952,1519,1014,0.32800691,0.218959188,2255,1277,0.566297118,2.9,7,9,8,-12.50,12.50
422,14000US08001009319,8001009319,0.096951891,38433,493,0.261677282,14000US08001009319,0.680936217,2723,1427,1296,0.524054352,0.475945648,875,1298,343,207,0.321336761,0.076019097,264,0.096951891,903,51,0.056478405,38433,493,583,0.261677282,0.309447983,903,461,0.510520487,3.02,6,7,6,0.00,16.67
423,14000US08035014005,8035014005,0.082877248,97625,759,0.212426532,14000US08035014005,2.87080431,5116,2551,2565,0.498631744,0.501368256,1737,2589,443,347,0.339523065,0.067826427,424,0.082877248,1790,50,0.027932961,97625,759,882,0.212426532,0.246851385,1790,393,0.219553073,2.86,0,1,0,0.00,0.00
424,14000US08059011728,8059011728,0.17344456,83981,478,0.202114165,14000US08059011728,1.276488781,2877,1423,1454,0.494612444,0.505387556,597,1161,481,638,0.207507821,0.221758777,499,0.17344456,1129,17,0.015057573,83981,478,836,0.202114165,0.353488372,1129,119,0.105403012,2.55,1,2,2,-50.00,0.00
425,14000US08059011729,8059011729,0.137326349,58902,813,0.223474437,14000US08059011729,1.964948177,4391,2096,2295,0.477340014,0.522659986,784,2316,624,667,0.178547028,0.151901617,603,0.137326349,2024,32,0.015810277,58902,813,837,0.223474437,0.230071468,2024,1082,0.53458498,2.17,4,5,4,0.00,25.00
