TARGET_FID_12,GEOID_D,FIPS,Proportion of POC,Median Household Income,Proportion Unemployed,Proportion Did Not Work,Proportion of Renters,Average Household Size,FREQSEP20D,FREQAUG19D,FREQPAND_1,Percent Change Sep20,Percent Change Aug19,Percent Change Pan
659,14000US08059060300,8059060300,0.140682757,98136,0.245517241,0.178482759,0.088661037,2.77,2,3,2,0,50,-33.33
679,14000US08001009411,8001009411,0.10805501,83798,0.244783307,0.209069021,0.301185771,2.41,2,3,2,0,50,-33.33
680,14000US08001009501,8001009501,0.173698799,50887,0.26509512,0.303970223,0.420918367,2.76,2,3,2,0,50,-33.33
694,14000US08001008508,8001008508,0.123812754,80117,0.249496081,0.231354983,0.350282486,3.03,2,3,2,0,50,-33.33
698,14000US08001060200,8001060200,0.151760228,64154,0.24078341,0.177131336,0.582908885,2.38,2,3,2,0,50,-33.33
698,14000US08001060200,8001060200,0.151760228,64154,0.24078341,0.177131336,0.582908885,2.38,2,3,2,0,50,-33.33
91,14000US08005005612,8005005612,0.032552083,83617,0.261087029,0.268422808,0.342969777,2.51,5,8,5,0,60,-37.50
122,14000US08031002402,8031002402,0.288700846,73125,0.246745562,0.214792899,0.516166282,2.21,4,8,5,-20,60,-37.50
677,14000US08001009409,8001009409,0.094235231,109363,0.22808174,0.277521424,0.152452497,2.48,4,8,5,-20,60,-37.50
683,14000US08001008100,8001008100,0.292459016,46875,0.234087694,0.346534653,0.963431786,1.77,34,58,36,-5.56,61.11,-37.93
34,14000US08013012608,8013012608,0.150118203,80852,0.398036591,0.171798304,0.523152709,2.4,3,5,3,0,66.67,-40.00
70,14000US08005006502,8005006502,0.060022334,65816,0.313273153,0.229354731,0.427690199,2.46,1,5,3,-66.67,66.67,-40.00
339,14000US08014030300,8014030300,0.109739737,62897,0.259756878,0.267754319,0.593656493,2.14,2,5,3,-33.33,66.67,-40.00
372,14000US08035014133,8035014133,0.062923829,136176,0.304489796,0.211428571,0.116791745,2.97,2,5,3,-33.33,66.67,-40.00
469,14000US08059012044,8059012044,0.169663985,102024,0.241622575,0.164315109,0.372327044,2.66,3,5,3,0,66.67,-40.00
529,14000US08059009827,8059009827,0.174526085,74211,0.260175579,0.236831604,0.276508972,2.6,2,5,3,-33.33,66.67,-40.00
533,14000US08059010209,8059010209,0.128768368,63294,0.273496241,0.258834586,0.242868157,2.54,3,5,3,0,66.67,-40.00
540,14000US08059009832,8059009832,0.124679135,75703,0.214638527,0.242478671,0.271975181,2.81,6,10,6,0,66.67,-40.00
19,14000US08014031100,8014031100,0.157751092,66863,0.27696793,0.121477162,0.962056304,1.64,14,28,16,-12.5,75,-42.86
195,14000US08031003101,8031003101,0.272519954,64250,0.275,0.151351351,0.543589744,2.24,3,7,4,-25,75,-42.86
144,14000US08031002602,8031002602,0.120689655,80286,0.177523264,0.141732283,0.741547278,1.57,5,9,5,0,80,-44.44
4,14000US08014030600,8014030600,0.086168164,83429,0.301977107,0.156087409,0.192685103,2.78,0,2,1,-100,100,-50.00
16,14000US08014030800,8014030800,0.14199239,85742,0.246765467,0.218772054,0.113741637,2.98,1,2,1,0,100,-50.00
23,14000US08035014132,8035014132,0.103980253,164219,0.223857645,0.224077329,0.056557777,3.16,1,2,1,0,100,-50.00
28,14000US08001008543,8001008543,0.09933486,78482,0.212043465,0.326592212,0.252922423,3.18,2,2,1,100,100,-50.00
75,14000US08001009604,8001009604,0.219451932,51555,0.1854903,0.382141908,0.538868324,2.3,3,8,4,-25,100,-50.00
169,14000US08005006707,8005006707,0.118831043,103629,0.216864551,0.234068331,0.247334755,2.73,1,2,1,0,100,-50.00
184,14000US08035014139,8035014139,0.141751934,120714,0.257366771,0.264576803,0.083773087,2.64,1,2,1,0,100,-50.00
242,14000US08005085800,8005085800,0.20466174,82589,0.238300936,0.216702664,0.166402536,2.79,1,2,1,0,100,-50.00
246,14000US08005085200,8005085200,0.15704698,143125,0.298352125,0.22896791,0.043478261,3.14,1,2,1,0,100,-50.00
247,14000US08005085300,8005085300,0.188609467,104500,0.202142524,0.234746157,0.338613861,2.68,1,2,1,0,100,-50.00
293,14000US08035013904,8035013904,0.058999082,64970,0.20797227,0.243212016,0.506508206,2.45,0,2,1,-100,100,-50.00
349,14000US08013013308,8013013308,0.060510467,44470,0.225401256,0.377878576,0.417253521,1.97,2,4,2,0,100,-50.00
362,14000US08013013201,8013013201,0.044091711,94444,0.305167598,0.295391061,0.122186495,2.66,1,2,1,0,100,-50.00
508,14000US08059009806,8059009806,0.06202144,101033,0.233058898,0.317922736,0.176096631,2.48,0,2,1,-100,100,-50.00
514,14000US08059012022,8059012022,0.049017933,105528,0.292652027,0.205025338,0.168122271,2.56,0,2,1,-100,100,-50.00
515,14000US08059011723,8059011723,0.124345189,52731,0.209019092,0.246543779,0.594167679,2.18,0,2,1,-100,100,-50.00
520,14000US08059012042,8059012042,0.063429914,100929,0.253701876,0.279368213,0.06853353,2.81,0,2,1,-100,100,-50.00
573,14000US08059011712,8059011712,0.07688808,86139,0.230960953,0.279423982,0.138842046,2.47,0,2,1,-100,100,-50.00
697,14000US08001060100,8001060100,0.119093354,94191,0.190362677,0.259322322,0.14699793,3.23,0,4,2,-100,100,-50.00
74,14000US08001009603,8001009603,0.18510158,46451,0.231712386,0.263300083,0.532194481,2.86,4,9,4,0,125,-55.56
427,14000US08059011731,8059011731,0.122878479,72566,0.219732167,0.200601257,0.55358001,2.12,0,3,1,-100,200,-66.67
584,14000US08059011725,8059011725,0.063230606,92868,0.26295082,0.285245902,0.115007013,2.62,0,3,1,-100,200,-66.67
167,14000US08005006705,8005006705,0.030973451,250001,0.267019167,0.389292796,0.128325509,3.18,1,4,1,0,300,-75.00
